País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
Perú,Urbana,Total,2000,26,8647,PER,62.9
Perú,Nacional,0 a 5 años,2001,26,"8647,6155",PER,88.6
Perú,Nacional,10 a 12 años,2001,26,"8647,6155",PER,74
Perú,Nacional,13 años y más,2001,26,"8647,6155",PER,63.7
Perú,Nacional,6 a 9 años,2001,26,"8647,6155",PER,78.4
Perú,Nacional,Total,2001,26,"8647,6155",PER,73.2
Perú,Rural,0 a 5 años,2001,26,"8647,6155",PER,61.5
Perú,Rural,10 a 12 años,2001,26,"8647,6155",PER,99.4
Perú,Rural,13 años y más,2001,26,"8647,6155",PER,77.7
Perú,Rural,6 a 9 años,2001,26,"8647,6155",PER,72.1
Perú,Rural,Total,2001,26,"8647,6155",PER,69.7
Perú,Urbana,0 a 5 años,2001,26,"8647,6155",PER,82.3
Perú,Urbana,10 a 12 años,2001,26,"8647,6155",PER,69.8
Perú,Urbana,13 años y más,2001,26,"8647,6155",PER,62.5
Perú,Urbana,6 a 9 años,2001,26,"8647,6155",PER,71.2
Perú,Urbana,Total,2001,26,"8647,6155",PER,66.9
Perú,Nacional,0 a 5 años,2002,26,"8647,6155",PER,79.4
Perú,Nacional,10 a 12 años,2002,26,"8647,6155",PER,64.3
Perú,Nacional,13 años y más,2002,26,"8647,6155",PER,71.8
Perú,Nacional,6 a 9 años,2002,26,"8647,6155",PER,82.7
Perú,Nacional,Total,2002,26,"8647,6155",PER,75.9
Perú,Rural,0 a 5 años,2002,26,"8647,6155",PER,61.3
Perú,Rural,10 a 12 años,2002,26,"8647,6155",PER,68.6
Perú,Rural,13 años y más,2002,26,"8647,6155",PER,86
Perú,Rural,6 a 9 años,2002,26,"8647,6155",PER,66.6
Perú,Rural,Total,2002,26,"8647,6155",PER,66
Perú,Urbana,0 a 5 años,2002,26,"8647,6155",PER,72.2
Perú,Urbana,10 a 12 años,2002,26,"8647,6155",PER,61.4
Perú,Urbana,13 años y más,2002,26,"8647,6155",PER,70.1
Perú,Urbana,6 a 9 años,2002,26,"8647,6155",PER,75.7
Perú,Urbana,Total,2002,26,"8647,6155",PER,69.5
Perú,Nacional,0 a 5 años,2003,26,"8648,6155",PER,70.5
Perú,Nacional,10 a 12 años,2003,26,"8648,6155",PER,67.5
Perú,Nacional,13 años y más,2003,26,"8648,6155",PER,59.2
Perú,Nacional,6 a 9 años,2003,26,"8648,6155",PER,83
Perú,Nacional,Total,2003,26,"8648,6155",PER,67.8
Perú,Rural,0 a 5 años,2003,26,"8648,6155",PER,57.7
Perú,Rural,10 a 12 años,2003,26,"8648,6155",PER,66.5
Perú,Rural,13 años y más,2003,26,"8648,6155",PER,93.3
Perú,Rural,6 a 9 años,2003,26,"8648,6155",PER,68.7
Perú,Rural,Total,2003,26,"8648,6155",PER,63.7
Perú,Urbana,0 a 5 años,2003,26,"8648,6155",PER,62.7
Perú,Urbana,10 a 12 años,2003,26,"8648,6155",PER,65
Perú,Urbana,13 años y más,2003,26,"8648,6155",PER,57.9
Perú,Urbana,6 a 9 años,2003,26,"8648,6155",PER,75.3
Perú,Urbana,Total,2003,26,"8648,6155",PER,61.3
Perú,Nacional,0 a 5 años,2004,26,"8649,6155",PER,69.5
Perú,Nacional,10 a 12 años,2004,26,"8649,6155",PER,69.3
Perú,Nacional,13 años y más,2004,26,"8649,6155",PER,60.4
Perú,Nacional,6 a 9 años,2004,26,"8649,6155",PER,73.3
Perú,Nacional,Total,2004,26,"8649,6155",PER,66.2
Perú,Rural,0 a 5 años,2004,26,"8649,6155",PER,57.5
Perú,Rural,10 a 12 años,2004,26,"6155,8649",PER,74.5
Perú,Rural,13 años y más,2004,26,"8649,6155",PER,83.7
Perú,Rural,6 a 9 años,2004,26,"8649,6155",PER,71.1
Perú,Rural,Total,2004,26,"8649,6155",PER,67.2
Perú,Urbana,0 a 5 años,2004,26,"8649,6155",PER,62.2
Perú,Urbana,10 a 12 años,2004,26,"8649,6155",PER,66.5
Perú,Urbana,13 años y más,2004,26,"8649,6155",PER,59.2
Perú,Urbana,6 a 9 años,2004,26,"8649,6155",PER,66.6
Perú,Urbana,Total,2004,26,"8649,6155",PER,60.7
Perú,Nacional,0 a 5 años,2005,26,"8649,6155",PER,70.1
Perú,Nacional,10 a 12 años,2005,26,"8649,6155",PER,70.4
Perú,Nacional,13 años y más,2005,26,"8649,6155",PER,64
Perú,Nacional,6 a 9 años,2005,26,"6155,8649",PER,80.2
Perú,Nacional,Total,2005,26,"8649,6155",PER,70.3
Perú,Rural,0 a 5 años,2005,26,"8649,6155",PER,57.4
Perú,Rural,10 a 12 años,2005,26,"8649,6155",PER,71.7
Perú,Rural,13 años y más,2005,26,"8649,6155",PER,59.5
Perú,Rural,6 a 9 años,2005,26,"8649,6155",PER,69.6
Perú,Rural,Total,2005,26,"8649,6155",PER,61.4
Perú,Urbana,0 a 5 años,2005,26,"8649,6155",PER,62.6
Perú,Urbana,10 a 12 años,2005,26,"8649,6155",PER,67.9
Perú,Urbana,13 años y más,2005,26,"8649,6155",PER,63.4
Perú,Urbana,6 a 9 años,2005,26,"8649,6155",PER,74.8
Perú,Urbana,Total,2005,26,"8649,6155",PER,65.3
Perú,Nacional,0 a 5 años,2006,26,"8649,6155",PER,68.8
Perú,Nacional,10 a 12 años,2006,26,"8649,6155",PER,68.4
Perú,Nacional,13 años y más,2006,26,"8649,6155",PER,67.2
Perú,Nacional,6 a 9 años,2006,26,"8649,6155",PER,72.7
Perú,Nacional,Total,2006,26,"8649,6155",PER,68.8
Perú,Rural,0 a 5 años,2006,26,"8649,6155",PER,57.9
Perú,Rural,10 a 12 años,2006,26,"8649,6155",PER,72.8
Perú,Rural,13 años y más,2006,26,"8649,6155",PER,63.2
Perú,Rural,6 a 9 años,2006,26,"8649,6155",PER,67.7
Perú,Rural,Total,2006,26,"8649,6155",PER,62
Perú,Urbana,0 a 5 años,2006,26,"8649,6155",PER,60.9
Perú,Urbana,10 a 12 años,2006,26,"8649,6155",PER,65.8
Perú,Urbana,13 años y más,2006,26,"8649,6155",PER,66.6
Perú,Urbana,6 a 9 años,2006,26,"8649,6155",PER,65.7
Perú,Urbana,Total,2006,26,"8649,6155",PER,64
Perú,Nacional,0 a 5 años,2007,26,"8649,6155",PER,66.2
Perú,Nacional,10 a 12 años,2007,26,"8649,6155",PER,69.8
Perú,Nacional,13 años y más,2007,26,"8649,6155",PER,69.9
Perú,Nacional,6 a 9 años,2007,26,"8649,6155",PER,68.5
Perú,Nacional,Total,2007,26,"8649,6155",PER,70.8
Perú,Rural,0 a 5 años,2007,26,"8649,6155",PER,52.1
Perú,Rural,10 a 12 años,2007,26,"8649,6155",PER,77.2
Perú,Rural,13 años y más,2007,26,"8649,6155",PER,74.8
Perú,Rural,6 a 9 años,2007,26,"8649,6155",PER,64.2
Perú,Rural,Total,2007,26,"8649,6155",PER,60.3
Perú,Urbana,0 a 5 años,2007,26,"8649,6155",PER,62.7
Perú,Urbana,10 a 12 años,2007,26,"8649,6155",PER,66.5
Perú,Urbana,13 años y más,2007,26,"8649,6155",PER,69
Perú,Urbana,6 a 9 años,2007,26,"8649,6155",PER,63.7
Perú,Urbana,Total,2007,26,"8649,6155",PER,66.8
Perú,Nacional,0 a 5 años,2008,26,"8649,6155",PER,65.3
Perú,Nacional,10 a 12 años,2008,26,"8649,6155",PER,62.3
Perú,Nacional,13 años y más,2008,26,"8649,6155",PER,64.9
Perú,Nacional,6 a 9 años,2008,26,"8649,6155",PER,67.9
Perú,Nacional,Total,2008,26,"8649,6155",PER,65.2
Perú,Rural,0 a 5 años,2008,26,"8649,6155",PER,51.4
Perú,Rural,10 a 12 años,2008,26,"8649,6155",PER,67
Perú,Rural,13 años y más,2008,26,"8649,6155",PER,76.9
Perú,Rural,6 a 9 años,2008,26,"8649,6155",PER,66.6
Perú,Rural,Total,2008,26,"8649,6155",PER,59
Perú,Urbana,0 a 5 años,2008,26,"8649,6155",PER,62.7
Perú,Urbana,10 a 12 años,2008,26,"8649,6155",PER,60.3
Perú,Urbana,13 años y más,2008,26,"8649,6155",PER,63.9
Perú,Urbana,6 a 9 años,2008,26,"8649,6155",PER,62.4
Perú,Urbana,Total,2008,26,"8649,6155",PER,61.7
Perú,Nacional,0 a 5 años,2009,26,"8649,6155",PER,62.6
Perú,Nacional,10 a 12 años,2009,26,"8649,6155",PER,62.4
Perú,Nacional,13 años y más,2009,26,"8649,6155",PER,66.5
Perú,Nacional,6 a 9 años,2009,26,"8649,6155",PER,66.8
Perú,Nacional,Total,2009,26,"8649,6155",PER,66.2
Perú,Rural,0 a 5 años,2009,26,"8649,6155",PER,48.3
Perú,Rural,10 a 12 años,2009,26,"8649,6155",PER,65.7
Perú,Rural,13 años y más,2009,26,"8649,6155",PER,84.5
Perú,Rural,6 a 9 años,2009,26,"8649,6155",PER,60.4
Perú,Rural,Total,2009,26,"8649,6155",PER,56.8
Perú,Urbana,0 a 5 años,2009,26,"8649,6155",PER,62.8
Perú,Urbana,10 a 12 años,2009,26,"8649,6155",PER,60.4
Perú,Urbana,13 años y más,2009,26,"8649,6155",PER,65.2
Perú,Urbana,6 a 9 años,2009,26,"8649,6155",PER,63.6
Perú,Urbana,Total,2009,26,"8649,6155",PER,63.4
Perú,Nacional,0 a 5 años,2010,26,"8649,6155",PER,63.2
Perú,Nacional,10 a 12 años,2010,26,"8649,6155",PER,59.2
Perú,Nacional,13 años y más,2010,26,"8649,6155",PER,64.1
Perú,Nacional,6 a 9 años,2010,26,"8649,6155",PER,63.4
Perú,Nacional,Total,2010,26,"8649,6155",PER,62.8
Perú,Rural,0 a 5 años,2010,26,"8649,6155",PER,50.5
Perú,Rural,10 a 12 años,2010,26,"8649,6155",PER,61.7
Perú,Rural,13 años y más,2010,26,"8649,6155",PER,73.6
Perú,Rural,6 a 9 años,2010,26,"8649,6155",PER,60.2
Perú,Rural,Total,2010,26,"8649,6155",PER,55.4
Perú,Urbana,0 a 5 años,2010,26,"8649,6155",PER,62.4
Perú,Urbana,10 a 12 años,2010,26,"8649,6155",PER,57.5
Perú,Urbana,13 años y más,2010,26,"8649,6155",PER,63.2
Perú,Urbana,6 a 9 años,2010,26,"8649,6155",PER,59.2
Perú,Urbana,Total,2010,26,"8649,6155",PER,60.3
Perú,Nacional,0 a 5 años,2011,26,"8649,6155",PER,71.9
Perú,Nacional,10 a 12 años,2011,26,"8649,6155",PER,63.1
Perú,Nacional,13 años y más,2011,26,"8649,6155",PER,64.2
Perú,Nacional,6 a 9 años,2011,26,"8649,6155",PER,64.4
Perú,Nacional,Total,2011,26,"8649,6155",PER,65.5
Perú,Rural,0 a 5 años,2011,26,"8649,6155",PER,58.7
Perú,Rural,10 a 12 años,2011,26,"8649,6155",PER,68.8
Perú,Rural,13 años y más,2011,26,"8649,6155",PER,70.6
Perú,Rural,6 a 9 años,2011,26,"8649,6155",PER,58.3
Perú,Rural,Total,2011,26,"8649,6155",PER,60.7
Perú,Urbana,0 a 5 años,2011,26,"8649,6155",PER,70.7
Perú,Urbana,10 a 12 años,2011,26,"8649,6155",PER,61.3
Perú,Urbana,13 años y más,2011,26,"8649,6155",PER,63.5
Perú,Urbana,6 a 9 años,2011,26,"8649,6155",PER,61.8
Perú,Urbana,Total,2011,26,"8649,6155",PER,62.8
Perú,Nacional,0 a 5 años,2012,26,"8649,6155",PER,63.9
Perú,Nacional,10 a 12 años,2012,26,"8649,6155",PER,65
Perú,Nacional,13 años y más,2012,26,"8649,6155",PER,67.4
Perú,Nacional,6 a 9 años,2012,26,"8649,6155",PER,69.2
Perú,Nacional,Total,2012,26,"8649,6155",PER,67.1
Perú,Rural,0 a 5 años,2012,26,"8649,6155",PER,51.5
Perú,Rural,10 a 12 años,2012,26,"8649,6155",PER,62.5
Perú,Rural,13 años y más,2012,26,"8649,6155",PER,76.3
Perú,Rural,6 a 9 años,2012,26,"8649,6155",PER,62.8
Perú,Rural,Total,2012,26,"8649,6155",PER,57.4
Perú,Urbana,0 a 5 años,2012,26,"8649,6155",PER,63.1
Perú,Urbana,10 a 12 años,2012,26,"8649,6155",PER,63.6
Perú,Urbana,13 años y más,2012,26,"8649,6155",PER,66.4
Perú,Urbana,6 a 9 años,2012,26,"8649,6155",PER,66.4
Perú,Urbana,Total,2012,26,"8649,6155",PER,64.9
Perú,Nacional,0 a 5 años,2013,26,"8649,6155",PER,65.3
Perú,Nacional,10 a 12 años,2013,26,"8649,6155",PER,65.3
Perú,Nacional,13 años y más,2013,26,"8649,6155",PER,69
Perú,Nacional,6 a 9 años,2013,26,"8649,6155",PER,66.8
Perú,Nacional,Total,2013,26,"8649,6155",PER,68.1
Perú,Rural,0 a 5 años,2013,26,"8649,6155",PER,53.4
Perú,Rural,10 a 12 años,2013,26,"8649,6155",PER,59.9
Perú,Rural,13 años y más,2013,26,"8649,6155",PER,70.7
Perú,Rural,6 a 9 años,2013,26,"8649,6155",PER,58
Perú,Rural,Total,2013,26,"8649,6155",PER,56.5
Perú,Urbana,0 a 5 años,2013,26,"8649,6155",PER,62.3
Perú,Urbana,10 a 12 años,2013,26,"8649,6155",PER,64.4
Perú,Urbana,13 años y más,2013,26,"8649,6155",PER,68.4
Perú,Urbana,6 a 9 años,2013,26,"8649,6155",PER,65.2
Perú,Urbana,Total,2013,26,"8649,6155",PER,66.1
Perú,Nacional,0 a 5 años,2014,26,"8649,6155",PER,67.7
Perú,Nacional,10 a 12 años,2014,26,"8649,6155",PER,64.6
Perú,Nacional,13 años y más,2014,26,"8649,6155",PER,68.6
Perú,Nacional,6 a 9 años,2014,26,"8649,6155",PER,68.5
Perú,Nacional,Total,2014,26,"8649,6155",PER,68.5
Perú,Rural,0 a 5 años,2014,26,"8649,6155",PER,53.4
Perú,Rural,10 a 12 años,2014,26,"8649,6155",PER,54.4
Perú,Rural,13 años y más,2014,26,"8649,6155",PER,75.6
Perú,Rural,6 a 9 años,2014,26,"8649,6155",PER,60.5
Perú,Rural,Total,2014,26,"8649,6155",PER,56.8
Perú,Urbana,0 a 5 años,2014,26,"8649,6155",PER,65.2
Perú,Urbana,10 a 12 años,2014,26,"8649,6155",PER,64.1
Perú,Urbana,13 años y más,2014,26,"8649,6155",PER,67.9
Perú,Urbana,6 a 9 años,2014,26,"8649,6155",PER,66.4
Perú,Urbana,Total,2014,26,"8649,6155",PER,66.4
Perú,Nacional,0 a 5 años,2015,26,"8649,6155",PER,66.9
Perú,Nacional,10 a 12 años,2015,26,"8649,6155",PER,63.6
Perú,Nacional,13 años y más,2015,26,"8649,6155",PER,70.8
Perú,Nacional,6 a 9 años,2015,26,"8649,6155",PER,71.8
Perú,Nacional,Total,2015,26,"8649,6155",PER,69.9
Perú,Rural,0 a 5 años,2015,26,"8649,6155",PER,53.6
Perú,Rural,10 a 12 años,2015,26,"8649,6155",PER,61.8
Perú,Rural,13 años y más,2015,26,"8649,6155",PER,75.1
Perú,Rural,6 a 9 años,2015,26,"8649,6155",PER,56.6
Perú,Rural,Total,2015,26,"8649,6155",PER,57.6
Perú,Urbana,0 a 5 años,2015,26,"8649,6155",PER,65.7
Perú,Urbana,10 a 12 años,2015,26,"8649,6155",PER,62.3
Perú,Urbana,13 años y más,2015,26,"8649,6155",PER,70.1
Perú,Urbana,6 a 9 años,2015,26,"8649,6155",PER,69.8
Perú,Urbana,Total,2015,26,"8649,6155",PER,67.8
Perú,Nacional,0 a 5 años,2016,26,"8649,6155",PER,70.6
Perú,Nacional,10 a 12 años,2016,26,"8649,6155",PER,61.9
Perú,Nacional,13 años y más,2016,26,"8649,6155",PER,70.6
Perú,Nacional,6 a 9 años,2016,26,"8649,6155",PER,70
Perú,Nacional,Total,2016,26,"8649,6155",PER,69.1
Perú,Rural,0 a 5 años,2016,26,"8649,6155",PER,51.8
Perú,Rural,10 a 12 años,2016,26,"8649,6155",PER,61.9
Perú,Rural,13 años y más,2016,26,"8649,6155",PER,75.1
Perú,Rural,6 a 9 años,2016,26,"8649,6155",PER,55.2
Perú,Rural,Total,2016,26,"8649,6155",PER,55.1
Perú,Urbana,0 a 5 años,2016,26,"8649,6155",PER,71.3
Perú,Urbana,10 a 12 años,2016,26,"8649,6155",PER,60.3
Perú,Urbana,13 años y más,2016,26,"8649,6155",PER,69.7
Perú,Urbana,6 a 9 años,2016,26,"8649,6155",PER,68.6
Perú,Urbana,Total,2016,26,"8649,6155",PER,67.3
Perú,Nacional,0 a 5 años,2017,26,"8649,6155",PER,70.7
Perú,Nacional,10 a 12 años,2017,26,"8649,6155",PER,64.3
Perú,Nacional,13 años y más,2017,26,"8649,6155",PER,70.7
Perú,Nacional,6 a 9 años,2017,26,"8649,6155",PER,71.1
Perú,Nacional,Total,2017,26,"8649,6155",PER,69.6
Perú,Rural,0 a 5 años,2017,26,"8649,6155",PER,52.9
Perú,Rural,10 a 12 años,2017,26,"6155,8649",PER,64.9
Perú,Rural,13 años y más,2017,26,"8649,6155",PER,73.2
Perú,Rural,6 a 9 años,2017,26,"8649,6155",PER,60.9
Perú,Rural,Total,2017,26,"8649,6155",PER,58.5
Perú,Urbana,0 a 5 años,2017,26,"8649,6155",PER,70.6
Perú,Urbana,10 a 12 años,2017,26,"8649,6155",PER,62.4
Perú,Urbana,13 años y más,2017,26,"8649,6155",PER,70.2
Perú,Urbana,6 a 9 años,2017,26,"8649,6155",PER,68.6
Perú,Urbana,Total,2017,26,"8649,6155",PER,67.3
Perú,Nacional,0 a 5 años,2018,26,"8649,6155",PER,68.7
Perú,Nacional,10 a 12 años,2018,26,"8649,6155",PER,65
Perú,Nacional,13 años y más,2018,26,"8649,6155",PER,72.8
Perú,Nacional,6 a 9 años,2018,26,"8649,6155",PER,73.6
Perú,Nacional,Total,2018,26,"8649,6155",PER,69.8
Perú,Rural,0 a 5 años,2018,26,"8649,6155",PER,56.3
Perú,Rural,10 a 12 años,2018,26,"8649,6155",PER,66.1
Perú,Rural,13 años y más,2018,26,"8649,6155",PER,84.4
Perú,Rural,6 a 9 años,2018,26,"8649,6155",PER,61.6
Perú,Rural,Total,2018,26,"8649,6155",PER,61.4
Perú,Urbana,0 a 5 años,2018,26,"8649,6155",PER,67.7
Perú,Urbana,10 a 12 años,2018,26,"8649,6155",PER,63.1
Perú,Urbana,13 años y más,2018,26,"8649,6155",PER,72.1
Perú,Urbana,6 a 9 años,2018,26,"8649,6155",PER,71.1
Perú,Urbana,Total,2018,26,"8649,6155",PER,67.7
República Dominicana,Nacional,0 a 5 años,2000,26,8618,DOM,65.9
República Dominicana,Nacional,10 a 12 años,2000,26,8618,DOM,64.5
República Dominicana,Nacional,13 años y más,2000,26,8618,DOM,61.7
República Dominicana,Nacional,6 a 9 años,2000,26,8618,DOM,61.8
República Dominicana,Nacional,Total,2000,26,8618,DOM,75
República Dominicana,Rural,0 a 5 años,2000,26,8618,DOM,69.3
República Dominicana,Rural,10 a 12 años,2000,26,8618,DOM,72.6
República Dominicana,Rural,13 años y más,2000,26,8618,DOM,47.4
República Dominicana,Rural,6 a 9 años,2000,26,8618,DOM,57.2
República Dominicana,Rural,Total,2000,26,8618,DOM,68.4
República Dominicana,Urbana,0 a 5 años,2000,26,8618,DOM,58.5
República Dominicana,Urbana,10 a 12 años,2000,26,8618,DOM,62.6
República Dominicana,Urbana,13 años y más,2000,26,8618,DOM,61.3
República Dominicana,Urbana,6 a 9 años,2000,26,8618,DOM,62.1
República Dominicana,Urbana,Total,2000,26,8618,DOM,70.5
República Dominicana,Nacional,0 a 5 años,2001,26,8618,DOM,66.8
República Dominicana,Nacional,10 a 12 años,2001,26,8618,DOM,72.8
República Dominicana,Nacional,13 años y más,2001,26,8618,DOM,56.3
República Dominicana,Nacional,6 a 9 años,2001,26,8618,DOM,58.1
República Dominicana,Nacional,Total,2001,26,8618,DOM,75.4
República Dominicana,Rural,0 a 5 años,2001,26,8618,DOM,66.3
República Dominicana,Rural,10 a 12 años,2001,26,8618,DOM,57.2
República Dominicana,Rural,13 años y más,2001,26,8618,DOM,68.8
República Dominicana,Rural,6 a 9 años,2001,26,8618,DOM,59.4
República Dominicana,Rural,Total,2001,26,8618,DOM,71
República Dominicana,Urbana,0 a 5 años,2001,26,8618,DOM,61
República Dominicana,Urbana,10 a 12 años,2001,26,8618,DOM,74.3
República Dominicana,Urbana,13 años y más,2001,26,8618,DOM,55.2
República Dominicana,Urbana,6 a 9 años,2001,26,8618,DOM,56.4
República Dominicana,Urbana,Total,2001,26,8618,DOM,69.6
República Dominicana,Nacional,0 a 5 años,2002,26,8618,DOM,63
República Dominicana,Nacional,10 a 12 años,2002,26,8618,DOM,70.7
República Dominicana,Nacional,13 años y más,2002,26,8618,DOM,65.4
República Dominicana,Nacional,6 a 9 años,2002,26,8618,DOM,63.7
República Dominicana,Nacional,Total,2002,26,8618,DOM,79.3
República Dominicana,Rural,0 a 5 años,2002,26,8618,DOM,63.9
República Dominicana,Rural,10 a 12 años,2002,26,8618,DOM,73.3
República Dominicana,Rural,13 años y más,2002,26,8618,DOM,62.2
República Dominicana,Rural,6 a 9 años,2002,26,8618,DOM,62.8
República Dominicana,Rural,Total,2002,26,8618,DOM,76.1
República Dominicana,Urbana,0 a 5 años,2002,26,8618,DOM,56.3
República Dominicana,Urbana,10 a 12 años,2002,26,8618,DOM,69.5
República Dominicana,Urbana,13 años y más,2002,26,8618,DOM,66.3
República Dominicana,Urbana,6 a 9 años,2002,26,8618,DOM,61.6
República Dominicana,Urbana,Total,2002,26,8618,DOM,72.7
República Dominicana,Nacional,0 a 5 años,2003,26,8618,DOM,64.9
República Dominicana,Nacional,10 a 12 años,2003,26,8618,DOM,66.5
República Dominicana,Nacional,13 años y más,2003,26,8618,DOM,59.1
República Dominicana,Nacional,6 a 9 años,2003,26,8618,DOM,57.6
República Dominicana,Nacional,Total,2003,26,8618,DOM,75.9
República Dominicana,Rural,0 a 5 años,2003,26,8618,DOM,64.8
República Dominicana,Rural,10 a 12 años,2003,26,8618,DOM,67.6
República Dominicana,Rural,13 años y más,2003,26,8618,DOM,73
República Dominicana,Rural,6 a 9 años,2003,26,8618,DOM,54.6
República Dominicana,Rural,Total,2003,26,8618,DOM,74.2
República Dominicana,Urbana,0 a 5 años,2003,26,8618,DOM,60.5
República Dominicana,Urbana,10 a 12 años,2003,26,8618,DOM,65.1
República Dominicana,Urbana,13 años y más,2003,26,8618,DOM,57.4
República Dominicana,Urbana,6 a 9 años,2003,26,8618,DOM,57.6
República Dominicana,Urbana,Total,2003,26,8618,DOM,70.4
República Dominicana,Nacional,0 a 5 años,2004,26,8618,DOM,58.8
República Dominicana,Nacional,10 a 12 años,2004,26,8618,DOM,61
República Dominicana,Nacional,13 años y más,2004,26,8618,DOM,62
República Dominicana,Nacional,6 a 9 años,2004,26,8618,DOM,60.7
República Dominicana,Nacional,Total,2004,26,8618,DOM,74.8
República Dominicana,Rural,0 a 5 años,2004,26,8618,DOM,59.3
República Dominicana,Rural,10 a 12 años,2004,26,8618,DOM,64.4
República Dominicana,Rural,13 años y más,2004,26,8618,DOM,70.7
República Dominicana,Rural,6 a 9 años,2004,26,8618,DOM,62
República Dominicana,Rural,Total,2004,26,8618,DOM,73.2
República Dominicana,Urbana,0 a 5 años,2004,26,8618,DOM,54.4
República Dominicana,Urbana,10 a 12 años,2004,26,8618,DOM,58.9
República Dominicana,Urbana,13 años y más,2004,26,8618,DOM,60.8
República Dominicana,Urbana,6 a 9 años,2004,26,8618,DOM,59.1
República Dominicana,Urbana,Total,2004,26,8618,DOM,69.8
República Dominicana,Nacional,0 a 5 años,2005,26,8618,DOM,65.7
República Dominicana,Nacional,10 a 12 años,2005,26,8618,DOM,65.8
República Dominicana,Nacional,13 años y más,2005,26,8618,DOM,74.4
República Dominicana,Nacional,6 a 9 años,2005,26,8618,DOM,62.7
República Dominicana,Nacional,Total,2005,26,8618,DOM,81.7
República Dominicana,Rural,0 a 5 años,2005,26,8618,DOM,73.3
República Dominicana,Rural,10 a 12 años,2005,26,8618,DOM,67.4
República Dominicana,Rural,13 años y más,2005,26,8618,DOM,68.6
República Dominicana,Rural,6 a 9 años,2005,26,8618,DOM,71.7
República Dominicana,Rural,Total,2005,26,8618,DOM,80.8
República Dominicana,Urbana,0 a 5 años,2005,26,8618,DOM,58.5
República Dominicana,Urbana,10 a 12 años,2005,26,8618,DOM,64.8
República Dominicana,Urbana,13 años y más,2005,26,8618,DOM,75.1
República Dominicana,Urbana,6 a 9 años,2005,26,8618,DOM,59.3
República Dominicana,Urbana,Total,2005,26,8618,DOM,77.5
República Dominicana,Nacional,0 a 5 años,2006,26,8618,DOM,66.7
República Dominicana,Nacional,10 a 12 años,2006,26,8618,DOM,62.7
República Dominicana,Nacional,13 años y más,2006,26,8618,DOM,63.5
República Dominicana,Nacional,6 a 9 años,2006,26,8618,DOM,62.8
República Dominicana,Nacional,Total,2006,26,8618,DOM,78.2
República Dominicana,Rural,0 a 5 años,2006,26,8618,DOM,81.3
República Dominicana,Rural,10 a 12 años,2006,26,8618,DOM,60.9
República Dominicana,Rural,13 años y más,2006,26,8618,DOM,65
República Dominicana,Rural,6 a 9 años,2006,26,8618,DOM,63.7
República Dominicana,Rural,Total,2006,26,8618,DOM,79.3
República Dominicana,Urbana,0 a 5 años,2006,26,8618,DOM,57.1
República Dominicana,Urbana,10 a 12 años,2006,26,8618,DOM,62.8
República Dominicana,Urbana,13 años y más,2006,26,8618,DOM,63.1
República Dominicana,Urbana,6 a 9 años,2006,26,8618,DOM,61.6
República Dominicana,Urbana,Total,2006,26,8618,DOM,74
República Dominicana,Nacional,0 a 5 años,2007,26,8618,DOM,65.9
República Dominicana,Nacional,10 a 12 años,2007,26,8618,DOM,62.5
República Dominicana,Nacional,13 años y más,2007,26,8618,DOM,67.5
República Dominicana,Nacional,6 a 9 años,2007,26,8618,DOM,60.8
República Dominicana,Nacional,Total,2007,26,8618,DOM,77
República Dominicana,Rural,0 a 5 años,2007,26,8618,DOM,69.3
República Dominicana,Rural,10 a 12 años,2007,26,8618,DOM,66.4
República Dominicana,Rural,13 años y más,2007,26,8618,DOM,61.5
República Dominicana,Rural,6 a 9 años,2007,26,8618,DOM,62.5
República Dominicana,Rural,Total,2007,26,8618,DOM,72.4
República Dominicana,Urbana,0 a 5 años,2007,26,8618,DOM,62.2
República Dominicana,Urbana,10 a 12 años,2007,26,8618,DOM,61.6
República Dominicana,Urbana,13 años y más,2007,26,8618,DOM,67.8
República Dominicana,Urbana,6 a 9 años,2007,26,8618,DOM,59.7
República Dominicana,Urbana,Total,2007,26,8618,DOM,75.1
República Dominicana,Nacional,0 a 5 años,2008,26,8618,DOM,67.3
República Dominicana,Nacional,10 a 12 años,2008,26,8618,DOM,65.8
República Dominicana,Nacional,13 años y más,2008,26,8618,DOM,63.6
República Dominicana,Nacional,6 a 9 años,2008,26,8618,DOM,66
República Dominicana,Nacional,Total,2008,26,8618,DOM,79.3
República Dominicana,Rural,0 a 5 años,2008,26,8618,DOM,69.2
República Dominicana,Rural,10 a 12 años,2008,26,8618,DOM,73
República Dominicana,Rural,13 años y más,2008,26,8618,DOM,64.4
República Dominicana,Rural,6 a 9 años,2008,26,8618,DOM,78.7
República Dominicana,Rural,Total,2008,26,8618,DOM,81.5
República Dominicana,Urbana,0 a 5 años,2008,26,8618,DOM,64.1
República Dominicana,Urbana,10 a 12 años,2008,26,8618,DOM,63.1
República Dominicana,Urbana,13 años y más,2008,26,8618,DOM,64.3
República Dominicana,Urbana,6 a 9 años,2008,26,8618,DOM,61.2
República Dominicana,Urbana,Total,2008,26,8618,DOM,74.7
República Dominicana,Nacional,0 a 5 años,2009,26,8618,DOM,74.4
República Dominicana,Nacional,10 a 12 años,2009,26,8618,DOM,61.4
República Dominicana,Nacional,13 años y más,2009,26,8618,DOM,62.5
